Source_Port;Destination_Port;Protocol;Flow_Duration;Total_Forward_Packets;Total_Backward_Packets;Total_Length_Forward_Packets;Total_Length_Backward_Packets;Forward_Packets_Length_Max;Forward_Packets_Length_Min;Forward_Packets_Length_Mean;Backward_Packets_Length_Max;Backward_Packets_Length_Min;Backward_Packets_Length_Mean;Packets_Flow_IAT_Mean;Packets_Flow_IAT_Standard_Deviation;Packets_Flow_IAT_Max;Packets_Flow_IAT_Min;Forward_IAT_Total;Forward_IAT_Mean;Forward_IAT_Min;Backward_IAT_Total;Backward_IAT_Mean;Backward_IAT_Min;Forward_Header_Length;Backward_Header_Length;Forward_Packets_per_Second;Backward_Packets_per_Second;Packets_Length_Min;Packets_Length_Max;Packets_Length_Mean;Packets_Length_Standard_Deviation;Class
56255;9020;6;154;0;3;0;4164;0;0;0;1388;1388;1388;77;0;77;77;0;0;0;154;77;77;0;96;0;19480.519481;1388;1388;1388;0;Mirai
52717;9020;6;72;0;2;0;2776;0;0;0;1388;1388;1388;72;0;72;72;0;0;0;72;72;72;0;64;0;27777.777778;1388;1388;1388;0;Scan
51252;443;6;73;1;1;0;0;0;0;0;0;0;0;73;0;73;73;0;0;0;0;0;0;32;32;13698.630137;13698.630137;0;0;0;0;Mirai
34926;443;6;73;1;1;0;0;0;0;0;0;0;0;73;0;73;73;0;0;0;0;0;0;20;20;13698.630137;13698.630137;0;0;0;0;Mirai
443;51875;6;147;1;1;1448;1448;1448;1448;1448;1448;1448;1448;147;0;147;147;0;0;0;0;0;0;32;32;6802.721088;6802.721088;1448;1448;1448;0;Mirai
49987;8011;17;24;1;1;35;35;35;35;35;35;35;35;24;0;24;24;0;0;0;0;0;0;8;8;41666.666667;41666.666667;35;35;35;0;Mirai
8042;554;6;8165;0;2;0;0;0;0;0;0;0;0;8165;0;8165;8165;0;0;0;8165;8165;8165;0;44;0;244.947949;0;0;0;0;DoS
9020;49784;6;392;4;1;4194;1388;1388;30;1048.5;1388;1388;1388;98;26.394444;129;71;310;103.333333;71;0;0;0;128;32;10204.081633;2551.020408;30;1388;1161.666667;554.401178;Normal
7161;554;6;5467;0;2;0;0;0;0;0;0;0;0;5467;0;5467;5467;0;0;0;5467;5467;5467;0;44;0;365.831352;0;0;0;0;DoS
8187;554;6;4015;0;2;0;0;0;0;0;0;0;0;4015;0;4015;4015;0;0;0;4015;4015;4015;0;44;0;498.132005;0;0;0;0;DoS
53190;9020;6;150;2;1;0;0;0;0;0;0;0;0;75;1.414214;76;74;74;74;74;0;0;0;64;32;13333.333333;6666.666667;0;0;0;0;Spoofing
60122;8899;17;168;2;1;64;32;32;32;32;32;32;32;84;113.137085;164;4;164;164;164;0;0;0;16;8;11904.761905;5952.380952;32;32;32;0;Mirai
7060;554;6;2937;0;2;0;0;0;0;0;0;0;0;2937;0;2937;2937;0;0;0;2937;2937;2937;0;44;0;680.966973;0;0;0;0;DoS
0;0;0;74;1;1;0;0;0;0;0;0;0;0;74;0;74;74;0;0;0;0;0;0;0;0;13513.513514;13513.513514;0;0;0;0;Spoofing
46110;7760;6;79;0;2;0;0;0;0;0;0;0;0;79;0;79;79;0;0;0;79;79;79;0;40;0;25316.455696;0;0;0;0;Mirai
443;51875;6;114;1;1;1024;1448;1024;1024;1024;1448;1448;1448;114;0;114;114;0;0;0;0;0;0;32;32;8771.929825;8771.929825;1024;1448;1306.666667;244.796514;Mirai
53190;9020;6;121;0;2;0;1418;0;0;0;1388;30;709;121;0;121;121;0;0;0;121;121;121;0;64;0;16528.92562;30;1388;935.333333;784.041666;Spoofing
60211;8899;17;290;2;1;64;32;32;32;32;32;32;32;145;115.965512;227;63;227;227;227;0;0;0;16;8;6896.551724;3448.275862;32;32;32;0;Mirai
56361;10101;17;72;0;2;0;64;0;0;0;32;32;32;72;0;72;72;0;0;0;72;72;72;0;16;0;27777.777778;32;32;32;0;Mirai
52939;443;6;187;0;3;0;4344;0;0;0;1448;1448;1448;93.5;31.819805;116;71;0;0;0;187;93.5;71;0;96;0;16042.780749;1448;1448;1448;0;Mirai
64777;9988;17;133;15;1;480;32;32;32;32;32;32;32;8.866667;5.853774;22;4;128;9.142857;4;0;0;0;120;8;112781.954887;7518.796992;32;32;32;0;Mirai
1636;19604;6;1148;0;2;0;0;0;0;0;0;0;0;1148;0;1148;1148;0;0;0;1148;1148;1148;0;40;0;1742.160279;0;0;0;0;DoS
51999;8899;17;10;1;1;32;32;32;32;32;32;32;32;10;0;10;10;0;0;0;0;0;0;8;8;100000;100000;32;32;32;0;Mirai
56361;10101;17;187;1;1;1430;1430;1430;1430;1430;1430;1430;1430;187;0;187;187;0;0;0;0;0;0;8;8;5347.593583;5347.593583;1430;1430;1430;0;Mirai
52717;9020;6;116;0;2;0;1418;0;0;0;1388;30;709;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;30;1388;935.333333;784.041666;Scan
64779;9988;17;59;47;1;1504;32;32;32;32;32;32;32;1.255319;0.765225;5;0;56;1.217391;0;0;0;0;376;8;796610.169492;16949.152542;32;32;32;0;Mirai
1319;19604;6;7041;0;3;0;0;0;0;0;0;0;0;3520.5;3721.502989;6152;889;0;0;0;7041;3520.5;889;0;60;0;426.075841;0;0;0;0;DoS
60175;8899;17;10;2;1;64;32;32;32;32;32;32;32;5;1.414214;6;4;6;6;6;0;0;0;16;8;200000;100000;32;32;32;0;Mirai
39310;7760;6;71;1;1;1400;1400;1400;1400;1400;1400;1400;1400;71;0;71;71;0;0;0;0;0;0;20;20;14084.507042;14084.507042;1400;1400;1400;0;Mirai
64782;9988;17;3;1;1;32;32;32;32;32;32;32;32;3;0;3;3;0;0;0;0;0;0;8;8;333333.333333;333333.333333;32;32;32;0;Mirai
60180;8899;17;75;1;1;32;32;32;32;32;32;32;32;75;0;75;75;0;0;0;0;0;0;8;8;13333.333333;13333.333333;32;32;32;0;Mirai
49302;443;6;118;0;2;0;2896;0;0;0;1448;1448;1448;118;0;118;118;0;0;0;118;118;118;0;64;0;16949.152542;1448;1448;1448;0;Scan
56242;9020;6;121;1;1;0;0;0;0;0;0;0;0;121;0;121;121;0;0;0;0;0;0;32;32;8264.46281;8264.46281;0;0;0;0;Mirai
56361;10101;17;270;3;1;60;20;20;20;20;20;20;20;90;25.159491;119;74;151;75.5;74;0;0;0;24;8;11111.111111;3703.703704;20;20;20;0;Mirai
56361;10101;17;116;1;1;1430;1430;1430;1430;1430;1430;1430;1430;116;0;116;116;0;0;0;0;0;0;8;8;8620.689655;8620.689655;1430;1430;1430;0;Mirai
56361;10101;17;122;1;1;1430;1430;1430;1430;1430;1430;1430;1430;122;0;122;122;0;0;0;0;0;0;8;8;8196.721311;8196.721311;1430;1430;1430;0;Mirai
60067;8011;17;282;1;1;35;35;35;35;35;35;35;35;282;0;282;282;0;0;0;0;0;0;8;8;3546.099291;3546.099291;35;35;35;0;Mirai
50305;7000;6;114;0;2;0;2920;0;0;0;1460;1460;1460;114;0;114;114;0;0;0;114;114;114;0;40;0;17543.859649;1460;1460;1460;0;Spoofing
52717;9020;6;119;1;1;0;0;0;0;0;0;0;0;119;0;119;119;0;0;0;0;0;0;32;32;8403.361345;8403.361345;0;0;0;0;Scan
9020;52704;6;145;2;1;2776;1388;1388;1388;1388;1388;1388;1388;72.5;3.535534;75;70;75;75;75;0;0;0;64;32;13793.103448;6896.551724;1388;1388;1388;0;Scan
52739;9020;6;148;2;1;0;0;0;0;0;0;0;0;74;1.414214;75;73;73;73;73;0;0;0;64;32;13513.513514;6756.756757;0;0;0;0;Scan
10000;10101;17;76;1;1;1430;1430;1430;1430;1430;1430;1430;1430;76;0;76;76;0;0;0;0;0;0;8;8;13157.894737;13157.894737;1430;1430;1430;0;Mirai
56266;9020;6;151;2;1;0;0;0;0;0;0;0;0;75.5;3.535534;78;73;73;73;73;0;0;0;64;32;13245.033113;6622.516556;0;0;0;0;Mirai
60153;8899;17;2;2;1;64;32;32;32;32;32;32;32;1;0;1;1;1;1;1;0;0;0;16;8;1000000;500000;32;32;32;0;Mirai
56266;9020;6;71;0;2;0;2776;0;0;0;1388;1388;1388;71;0;71;71;0;0;0;71;71;71;0;64;0;28169.014085;1388;1388;1388;0;Mirai
56204;9020;6;146;0;2;0;2776;0;0;0;1388;1388;1388;146;0;146;146;0;0;0;146;146;146;0;64;0;13698.630137;1388;1388;1388;0;Mirai
51252;443;6;180;0;2;0;2896;0;0;0;1448;1448;1448;180;0;180;180;0;0;0;180;180;180;0;64;0;11111.111111;1448;1448;1448;0;Mirai
56361;10101;17;112;1;1;1430;1430;1430;1430;1430;1430;1430;1430;112;0;112;112;0;0;0;0;0;0;8;8;8928.571429;8928.571429;1430;1430;1430;0;Mirai
10000;10101;17;242;2;1;2184;1430;1430;754;1092;1430;1430;1430;121;22.627417;137;105;105;105;105;0;0;0;16;8;8264.46281;4132.231405;754;1430;1261;338;Mirai
9020;52717;6;115;1;1;30;1388;30;30;30;1388;1388;1388;115;0;115;115;0;0;0;0;0;0;32;32;8695.652174;8695.652174;30;1388;935.333333;784.041666;Scan
52727;9020;6;92;1;1;0;0;0;0;0;0;0;0;92;0;92;92;0;0;0;0;0;0;32;32;10869.565217;10869.565217;0;0;0;0;Scan
52739;9020;6;112;0;2;0;1418;0;0;0;1388;30;709;112;0;112;112;0;0;0;112;112;112;0;64;0;17857.142857;30;1388;935.333333;784.041666;Scan
52739;9020;6;122;0;2;0;1418;0;0;0;1388;30;709;122;0;122;122;0;0;0;122;122;122;0;64;0;16393.442623;30;1388;935.333333;784.041666;Scan
52947;9020;6;149;0;2;0;1418;0;0;0;1388;30;709;149;0;149;149;0;0;0;149;149;149;0;64;0;13422.818792;30;1388;935.333333;784.041666;Mirai
52704;9020;6;86;1;1;0;0;0;0;0;0;0;0;86;0;86;86;0;0;0;0;0;0;32;32;11627.906977;11627.906977;0;0;0;0;Scan
60101;8899;17;255;1;1;32;32;32;32;32;32;32;32;255;0;255;255;0;0;0;0;0;0;8;8;3921.568627;3921.568627;32;32;32;0;Mirai
64781;9988;17;16;31;1;992;32;32;32;32;32;32;32;0.516129;0.724383;2;0;14;0.466667;0;0;0;0;248;8;1937500;62500;32;32;32;0;Mirai
56361;10101;17;149;0;3;0;96;0;0;0;32;32;32;74.5;0.707107;75;74;0;0;0;149;74.5;74;0;24;0;20134.228188;32;32;32;0;Mirai
52939;443;6;128;0;2;0;2896;0;0;0;1448;1448;1448;128;0;128;128;0;0;0;128;128;128;0;64;0;15625;1448;1448;1448;0;Mirai
46201;80;6;117;0;2;0;2896;0;0;0;1448;1448;1448;117;0;117;117;0;0;0;117;117;117;0;64;0;17094.017094;1448;1448;1448;0;Mirai
52739;9020;6;149;2;1;0;0;0;0;0;0;0;0;74.5;0.707107;75;74;74;74;74;0;0;0;64;32;13422.818792;6711.409396;0;0;0;0;Scan
80;42856;6;139;1;1;1460;1460;1460;1460;1460;1460;1460;1460;139;0;139;139;0;0;0;0;0;0;20;20;7194.244604;7194.244604;1460;1460;1460;0;Mirai
3870;554;6;2619;0;2;0;0;0;0;0;0;0;0;2619;0;2619;2619;0;0;0;2619;2619;2619;0;44;0;763.650248;0;0;0;0;DoS
58524;8100;6;119;0;2;0;0;0;0;0;0;0;0;119;0;119;119;0;0;0;119;119;119;0;40;0;16806.722689;0;0;0;0;Spoofing
53190;9020;6;125;0;2;0;1418;0;0;0;1388;30;709;125;0;125;125;0;0;0;125;125;125;0;64;0;16000;30;1388;935.333333;784.041666;Spoofing
9020;49784;6;418;3;1;2806;1388;1388;30;935.333333;1388;1388;1388;139.333333;46.003623;192;107;299;149.5;107;0;0;0;96;32;7177.033493;2392.344498;30;1388;1116.4;607.316063;Normal
60157;8899;17;272;3;1;96;32;32;32;32;32;32;32;90.666667;81.205501;165;4;268;134;103;0;0;0;24;8;11029.411765;3676.470588;32;32;32;0;Mirai
2379;19604;6;4180;0;2;0;0;0;0;0;0;0;0;4180;0;4180;4180;0;0;0;4180;4180;4180;0;40;0;478.4689;0;0;0;0;DoS
52062;6500;6;139;0;2;0;0;0;0;0;0;0;0;139;0;139;139;0;0;0;139;139;139;0;64;0;14388.489209;0;0;0;0;Mirai
42360;1900;17;124;1;1;452;420;452;452;452;420;420;420;124;0;124;124;0;0;0;0;0;0;8;8;8064.516129;8064.516129;420;452;430.666667;18.475209;Scan
9020;49784;6;212;2;1;1418;1388;1388;30;709;1388;1388;1388;106;39.59798;134;78;78;78;78;0;0;0;64;32;9433.962264;4716.981132;30;1388;1048.5;679;Normal
10000;10101;17;188;2;1;2860;1430;1430;1430;1430;1430;1430;1430;94;26.870058;113;75;113;113;113;0;0;0;16;8;10638.297872;5319.148936;1430;1430;1430;0;Mirai
52739;9020;6;159;2;1;0;0;0;0;0;0;0;0;79.5;7.778175;85;74;74;74;74;0;0;0;64;32;12578.616352;6289.308176;0;0;0;0;Scan
6052;554;6;3711;0;2;0;0;0;0;0;0;0;0;3711;0;3711;3711;0;0;0;3711;3711;3711;0;44;0;538.938292;0;0;0;0;DoS
60568;80;6;115;1;1;1448;1448;1448;1448;1448;1448;1448;1448;115;0;115;115;0;0;0;0;0;0;32;32;8695.652174;8695.652174;1448;1448;1448;0;Mirai
10119;9020;6;73;0;2;0;2776;0;0;0;1388;1388;1388;73;0;73;73;0;0;0;73;73;73;0;64;0;27397.260274;1388;1388;1388;0;Mirai
9020;52717;6;72;1;1;1388;1388;1388;1388;1388;1388;1388;1388;72;0;72;72;0;0;0;0;0;0;32;32;13888.888889;13888.888889;1388;1388;1388;0;Scan
9020;49784;6;487;0;3;0;1388;0;0;0;1388;0;462.666667;243.5;143.542677;345;142;0;0;0;487;243.5;142;0;96;0;6160.164271;0;1388;694;801.362174;Normal
10000;10101;17;77;1;1;1430;1430;1430;1430;1430;1430;1430;1430;77;0;77;77;0;0;0;0;0;0;8;8;12987.012987;12987.012987;1430;1430;1430;0;Mirai
34661;443;6;75;1;1;0;0;0;0;0;0;0;0;75;0;75;75;0;0;0;0;0;0;32;32;13333.333333;13333.333333;0;0;0;0;Spoofing
56361;10101;17;74;0;2;0;64;0;0;0;32;32;32;74;0;74;74;0;0;0;74;74;74;0;16;0;27027.027027;32;32;32;0;Mirai
443;43238;6;296;1;1;1441;1441;1441;1441;1441;1441;1441;1441;296;0;296;296;0;0;0;0;0;0;32;32;3378.378378;3378.378378;1441;1441;1441;0;Mirai
52069;7100;6;74;1;1;0;0;0;0;0;0;0;0;74;0;74;74;0;0;0;0;0;0;20;20;13513.513514;13513.513514;0;0;0;0;Mirai
51991;8899;17;34;1;1;32;32;32;32;32;32;32;32;34;0;34;34;0;0;0;0;0;0;8;8;29411.764706;29411.764706;32;32;32;0;Mirai
10119;9020;6;141;2;1;0;0;0;0;0;0;0;0;70.5;0.707107;71;70;70;70;70;0;0;0;64;32;14184.397163;7092.198582;0;0;0;0;Mirai
52717;9020;6;121;0;2;0;1418;0;0;0;1388;30;709;121;0;121;121;0;0;0;121;121;121;0;64;0;16528.92562;30;1388;935.333333;784.041666;Scan
52738;9020;6;123;0;2;0;1418;0;0;0;1388;30;709;123;0;123;123;0;0;0;123;123;123;0;64;0;16260.162602;30;1388;935.333333;784.041666;Mirai
49793;9020;6;545;0;3;0;4164;0;0;0;1388;1388;1388;272.5;36.062446;298;247;0;0;0;545;272.5;247;0;96;0;5504.587156;1388;1388;1388;0;Normal
41790;80;6;87;0;2;0;2896;0;0;0;1448;1448;1448;87;0;87;87;0;0;0;87;87;87;0;64;0;22988.505747;1448;1448;1448;0;Mirai
56266;9020;6;156;2;1;0;0;0;0;0;0;0;0;78;2.828427;80;76;76;76;76;0;0;0;64;32;12820.512821;6410.25641;0;0;0;0;Mirai
52717;9020;6;73;0;2;0;2776;0;0;0;1388;1388;1388;73;0;73;73;0;0;0;73;73;73;0;64;0;27397.260274;1388;1388;1388;0;Scan
443;43238;6;142;1;1;1441;1441;1441;1441;1441;1441;1441;1441;142;0;142;142;0;0;0;0;0;0;32;32;7042.253521;7042.253521;1441;1441;1441;0;Mirai
51992;8899;17;41;2;1;64;32;32;32;32;32;32;32;20.5;21.92031;36;5;5;5;5;0;0;0;16;8;48780.487805;24390.243902;32;32;32;0;Mirai
443;43238;6;226;1;1;1441;1441;1441;1441;1441;1441;1441;1441;226;0;226;226;0;0;0;0;0;0;32;32;4424.778761;4424.778761;1441;1441;1441;0;Mirai
443;51875;6;78;1;1;1448;1448;1448;1448;1448;1448;1448;1448;78;0;78;78;0;0;0;0;0;0;32;32;12820.512821;12820.512821;1448;1448;1448;0;Mirai
60064;8011;17;36;2;1;70;35;35;35;35;35;35;35;18;8.485281;24;12;24;24;24;0;0;0;16;8;55555.555556;27777.777778;35;35;35;0;Mirai
56361;10101;17;159;0;3;0;112;0;0;0;40;32;37.333333;79.5;6.363961;84;75;0;0;0;159;79.5;75;0;24;0;18867.924528;32;40;38;4;Mirai
10105;9020;6;149;2;1;0;0;0;0;0;0;0;0;74.5;0.707107;75;74;74;74;74;0;0;0;64;32;13422.818792;6711.409396;0;0;0;0;Mirai
60061;8011;17;12;1;1;35;35;35;35;35;35;35;35;12;0;12;12;0;0;0;0;0;0;8;8;83333.333333;83333.333333;35;35;35;0;Mirai
443;51875;6;179;1;1;1432;1448;1432;1432;1432;1448;1448;1448;179;0;179;179;0;0;0;0;0;0;32;32;5586.592179;5586.592179;1432;1448;1442.666667;9.237604;Mirai
9020;52704;6;118;1;1;30;1388;30;30;30;1388;1388;1388;118;0;118;118;0;0;0;0;0;0;32;32;8474.576271;8474.576271;30;1388;935.333333;784.041666;Scan
10000;10101;17;117;1;1;1430;1430;1430;1430;1430;1430;1430;1430;117;0;117;117;0;0;0;0;0;0;8;8;8547.008547;8547.008547;1430;1430;1430;0;Mirai
60065;8011;17;39;2;1;70;35;35;35;35;35;35;35;19.5;14.849242;30;9;30;30;30;0;0;0;16;8;51282.051282;25641.025641;35;35;35;0;Mirai
52979;9010;6;75;1;1;192;0;192;192;192;0;0;0;75;0;75;75;0;0;0;0;0;0;32;32;13333.333333;13333.333333;0;192;64;110.851252;Mirai
52704;9020;6;148;0;2;0;2776;0;0;0;1388;1388;1388;148;0;148;148;0;0;0;148;148;148;0;64;0;13513.513514;1388;1388;1388;0;Scan
60140;8899;17;208;2;1;64;32;32;32;32;32;32;32;104;100.409163;175;33;175;175;175;0;0;0;16;8;9615.384615;4807.692308;32;32;32;0;Mirai
56361;10101;17;118;1;1;1430;1430;1430;1430;1430;1430;1430;1430;118;0;118;118;0;0;0;0;0;0;8;8;8474.576271;8474.576271;1430;1430;1430;0;Mirai
60054;8899;17;6;1;1;32;32;32;32;32;32;32;32;6;0;6;6;0;0;0;0;0;0;8;8;166666.666667;166666.666667;32;32;32;0;Mirai
52930;9020;6;121;1;1;0;0;0;0;0;0;0;0;121;0;121;121;0;0;0;0;0;0;32;32;8264.46281;8264.46281;0;0;0;0;Mirai
52727;9020;6;119;0;2;0;1418;0;0;0;1388;30;709;119;0;119;119;0;0;0;119;119;119;0;64;0;16806.722689;30;1388;935.333333;784.041666;Scan
53246;5228;6;140;0;3;0;4120;0;0;0;1448;1224;1373.333333;70;2.828427;72;68;0;0;0;140;70;68;0;96;0;21428.571429;1224;1448;1392;112;Spoofing
60116;8899;17;16;2;1;64;32;32;32;32;32;32;32;8;5.656854;12;4;4;4;4;0;0;0;16;8;125000;62500;32;32;32;0;Mirai
38073;443;6;77;0;2;0;362;0;0;0;325;37;181;77;0;77;77;0;0;0;77;77;77;0;40;0;25974.025974;37;325;229;166.276878;Mirai
4349;554;6;2080;0;2;0;0;0;0;0;0;0;0;2080;0;2080;2080;0;0;0;2080;2080;2080;0;44;0;961.538462;0;0;0;0;DoS
3222;554;6;1809;1;2;0;0;0;0;0;0;0;0;904.5;632.860569;1352;457;0;0;0;1809;1809;1809;20;44;552.791598;1105.583195;0;0;0;0;DoS
56266;9020;6;149;2;1;0;0;0;0;0;0;0;0;74.5;2.12132;76;73;73;73;73;0;0;0;64;32;13422.818792;6711.409396;0;0;0;0;Mirai
56260;7100;6;72;1;1;0;0;0;0;0;0;0;0;72;0;72;72;0;0;0;0;0;0;20;20;13888.888889;13888.888889;0;0;0;0;Mirai
443;51875;6;76;1;1;1448;1448;1448;1448;1448;1448;1448;1448;76;0;76;76;0;0;0;0;0;0;32;32;13157.894737;13157.894737;1448;1448;1448;0;Mirai
443;43238;6;243;1;1;1441;1441;1441;1441;1441;1441;1441;1441;243;0;243;243;0;0;0;0;0;0;32;32;4115.226337;4115.226337;1441;1441;1441;0;Mirai
2587;554;6;4799;0;2;0;0;0;0;0;0;0;0;4799;0;4799;4799;0;0;0;4799;4799;4799;0;44;0;416.75349;0;0;0;0;DoS
10000;10101;17;73;0;2;0;64;0;0;0;32;32;32;73;0;73;73;0;0;0;73;73;73;0;16;0;27397.260274;32;32;32;0;Mirai
9020;52717;6;150;0;3;0;0;0;0;0;0;0;0;75;1.414214;76;74;0;0;0;150;75;74;0;96;0;20000;0;0;0;0;Scan
52727;9020;6;161;0;3;0;2806;0;0;0;1388;30;935.333333;80.5;9.192388;87;74;0;0;0;161;80.5;74;0;96;0;18633.540373;30;1388;1048.5;679;Scan
60032;8899;17;30;4;1;128;32;32;32;32;32;32;32;7.5;1.290994;9;6;22;7.333333;6;0;0;0;32;8;133333.333333;33333.333333;32;32;32;0;Mirai
51992;8899;17;35;2;1;64;32;32;32;32;32;32;32;17.5;0.707107;18;17;17;17;17;0;0;0;16;8;57142.857143;28571.428571;32;32;32;0;Mirai
56110;8043;17;23;2;1;36;18;18;18;18;18;18;18;11.5;9.192388;18;5;18;18;18;0;0;0;16;8;86956.521739;43478.26087;18;18;18;0;Mirai
56204;9020;6;116;0;2;0;1418;0;0;0;1388;30;709;116;0;116;116;0;0;0;116;116;116;0;64;0;17241.37931;30;1388;935.333333;784.041666;Mirai
38880;443;6;155;0;2;0;2896;0;0;0;1448;1448;1448;155;0;155;155;0;0;0;155;155;155;0;64;0;12903.225806;1448;1448;1448;0;Mirai
5028;554;6;1275;0;2;0;0;0;0;0;0;0;0;1275;0;1275;1275;0;0;0;1275;1275;1275;0;44;0;1568.627451;0;0;0;0;DoS
4598;19604;6;1659;0;2;0;0;0;0;0;0;0;0;1659;0;1659;1659;0;0;0;1659;1659;1659;0;40;0;1205.545509;0;0;0;0;DoS
60166;8899;17;11;1;1;32;32;32;32;32;32;32;32;11;0;11;11;0;0;0;0;0;0;8;8;90909.090909;90909.090909;32;32;32;0;Mirai
52738;9020;6;81;1;1;0;0;0;0;0;0;0;0;81;0;81;81;0;0;0;0;0;0;32;32;12345.679012;12345.679012;0;0;0;0;Mirai
443;43238;6;79;0;2;0;0;0;0;0;0;0;0;79;0;79;79;0;0;0;79;79;79;0;64;0;25316.455696;0;0;0;0;Mirai
64779;9988;17;4;1;1;32;32;32;32;32;32;32;32;4;0;4;4;0;0;0;0;0;0;8;8;250000;250000;32;32;32;0;Mirai
52717;9020;6;147;0;3;0;4164;0;0;0;1388;1388;1388;73.5;2.12132;75;72;0;0;0;147;73.5;72;0;96;0;20408.163265;1388;1388;1388;0;Scan
443;43238;6;84;1;1;1441;1441;1441;1441;1441;1441;1441;1441;84;0;84;84;0;0;0;0;0;0;32;32;11904.761905;11904.761905;1441;1441;1441;0;Mirai
443;51875;6;82;1;1;1448;1448;1448;1448;1448;1448;1448;1448;82;0;82;82;0;0;0;0;0;0;32;32;12195.121951;12195.121951;1448;1448;1448;0;Mirai
62742;8043;17;10;1;1;18;18;18;18;18;18;18;18;10;0;10;10;0;0;0;0;0;0;8;8;100000;100000;18;18;18;0;Mirai
60223;8899;17;295;1;1;32;32;32;32;32;32;32;32;295;0;295;295;0;0;0;0;0;0;8;8;3389.830508;3389.830508;32;32;32;0;Mirai
56361;10101;17;269;3;1;4290;1430;1430;1430;1430;1430;1430;1430;89.666667;30.599564;125;72;144;72;72;0;0;0;24;8;11152.416357;3717.472119;1430;1430;1430;0;Mirai
53264;9020;6;166;0;2;0;1418;0;0;0;1388;30;709;166;0;166;166;0;0;0;166;166;166;0;64;0;12048.192771;30;1388;482.666667;784.041666;Spoofing
52704;9020;6;120;1;1;0;0;0;0;0;0;0;0;120;0;120;120;0;0;0;0;0;0;32;32;8333.333333;8333.333333;0;0;0;0;Scan
60028;8899;17;5;2;1;64;32;32;32;32;32;32;32;2.5;3.535534;5;0;0;0;0;0;0;0;16;8;400000;200000;32;32;32;0;Mirai
60160;8899;17;17;3;1;96;32;32;32;32;32;32;32;5.666667;3.785939;10;3;7;3.5;3;0;0;0;24;8;176470.588235;58823.529412;32;32;32;0;Mirai
8924;554;6;4536;0;2;0;0;0;0;0;0;0;0;4536;0;4536;4536;0;0;0;4536;4536;4536;0;44;0;440.917108;0;0;0;0;DoS
53190;9020;6;118;0;2;0;1401;0;0;0;1388;13;700.5;118;0;118;118;0;0;0;118;118;118;0;64;0;16949.152542;13;1388;929.666667;793.85662;Spoofing
443;43238;6;181;1;1;1441;1441;1441;1441;1441;1441;1441;1441;181;0;181;181;0;0;0;0;0;0;32;32;5524.861878;5524.861878;1441;1441;1441;0;Mirai
52221;443;6;76;0;2;0;53;0;0;0;53;0;26.5;76;0;76;76;0;0;0;76;76;76;0;64;0;26315.789474;0;53;35.333333;30.599564;Spoofing
60179;8899;17;22;6;1;192;32;32;32;32;32;32;32;3.666667;2.250926;8;2;18;3.6;2;0;0;0;48;8;272727.272727;45454.545455;32;32;32;0;Mirai
52739;9020;6;119;0;2;0;1418;0;0;0;1388;30;709;119;0;119;119;0;0;0;119;119;119;0;64;0;16806.722689;30;1388;935.333333;784.041666;Scan
443;47448;6;138;2;1;2896;1448;1448;1448;1448;1448;1448;1448;69;1.414214;70;68;70;70;70;0;0;0;64;32;14492.753623;7246.376812;1448;1448;1448;0;Mirai
8747;554;6;5487;0;2;0;0;0;0;0;0;0;0;5487;0;5487;5487;0;0;0;5487;5487;5487;0;44;0;364.497904;0;0;0;0;DoS
53190;9020;6;74;1;1;0;0;0;0;0;0;0;0;74;0;74;74;0;0;0;0;0;0;32;32;13513.513514;13513.513514;0;0;0;0;Spoofing
52942;9020;6;143;2;1;0;0;0;0;0;0;0;0;71.5;2.12132;73;70;70;70;70;0;0;0;64;32;13986.013986;6993.006993;0;0;0;0;Mirai
56361;10101;17;200;0;3;0;104;0;0;0;40;32;34.666667;100;31.112698;122;78;0;0;0;200;100;78;0;24;0;15000;32;40;36;4.618802;Mirai
9020;56196;6;72;0;2;0;0;0;0;0;0;0;0;72;0;72;72;0;0;0;72;72;72;0;64;0;27777.777778;0;0;0;0;Mirai
60180;8899;17;182;2;1;64;32;32;32;32;32;32;32;91;4.242641;94;88;88;88;88;0;0;0;16;8;10989.010989;5494.505495;32;32;32;0;Mirai
52717;9020;6;158;2;1;0;0;0;0;0;0;0;0;79;7.071068;84;74;74;74;74;0;0;0;64;32;12658.227848;6329.113924;0;0;0;0;Scan
33191;443;6;78;0;2;0;37;0;0;0;37;0;18.5;78;0;78;78;0;0;0;78;78;78;0;40;0;25641.025641;0;37;24.666667;21.36196;Mirai
4089;554;6;4905;0;2;0;0;0;0;0;0;0;0;4905;0;4905;4905;0;0;0;4905;4905;4905;0;44;0;407.747197;0;0;0;0;DoS
56361;10101;17;77;1;1;20;20;20;20;20;20;20;20;77;0;77;77;0;0;0;0;0;0;8;8;12987.012987;12987.012987;20;20;20;0;Mirai
51990;8899;17;44;2;1;64;32;32;32;32;32;32;32;22;9.899495;29;15;29;29;29;0;0;0;16;8;45454.545455;22727.272727;32;32;32;0;Mirai
10000;10101;17;274;3;1;4094;1430;1430;1234;1364.666667;1430;1430;1430;91.333333;30.892286;127;73;201;100.5;74;0;0;0;24;8;10948.905109;3649.635036;1234;1430;1390.8;87.653865;Mirai
